"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Document Type","Publication Stage","Open Access","Source","EID"
"Roos J.M.; Jansson M.; Gärling T.","Roos, John Magnus (56100423600); Jansson, Magnus (37055699300); Gärling, Tommy (7006174635)","56100423600; 37055699300; 7006174635","A three-level analysis of values related to socially responsible retirement investments","2024","Journal of Sustainable Finance and Investment","14","2","","327","343","16","3","10.1080/20430795.2022.2077291","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85131697155&doi=10.1080%2f20430795.2022.2077291&partnerID=40&md5=20fb00b54430b63570f02755313031f2","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85131697155"
"Chaklader B.; Chaklader G.; Shrivastav S.K.","Chaklader, Barnali (56669751700); Chaklader, Garima (57211537936); Shrivastav, Santosh Kumar (57216953936)","56669751700; 57211537936; 57216953936","Impact of environmental, social and governance (ESG) on foreign institutional investments in India: a machine learning perspective","2024","Benchmarking","","","","","","","0","10.1108/BIJ-12-2023-0910","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85199137053&doi=10.1108%2fBIJ-12-2023-0910&partnerID=40&md5=a12e5f1d20d64484b309c310d551ef5e","Article","Article in press","","Scopus","2-s2.0-85199137053"
"Feng J.; Tang S.; Zhong J.","Feng, Juzhang (58866966300); Tang, Sha (58866966400); Zhong, Junhao (57209205954)","58866966300; 58866966400; 57209205954","Can corporate environmental, social, and governance performance influence foreign institutional investors to hold shares? Evidence from China","2024","Business Strategy and the Environment","33","5","","4310","4330","20","6","10.1002/bse.3708","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85184177996&doi=10.1002%2fbse.3708&partnerID=40&md5=f2f37470593ea245a85bfd1a2ec5100b","Article","Final","","Scopus","2-s2.0-85184177996"
"Napolitano G.","Napolitano, Giulia (58902180100)","58902180100","The Integration of Sustainability in the Banking Sector","2024","Palgrave Studies in Sustainable Business in Association with Future Earth","Part F2324","","","79","107","28","0","10.1007/978-3-031-41610-1_5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85186431091&doi=10.1007%2f978-3-031-41610-1_5&partnerID=40&md5=f5613607755b9ea06627d9f3ab07fbe4","Book chapter","Final","","Scopus","2-s2.0-85186431091"
"Gölçek A.G.; Güdek-Gölçek S.","Gölçek, Ali Gökhan (57215078234); Güdek-Gölçek, Şeyda (57215093315)","57215078234; 57215093315","Harmonizing global efforts in meeting sustainable development goals","2024","Harmonizing Global Efforts in Meeting Sustainable Development Goals","","","","1","293","292","0","10.4018/979-8-3693-2758-6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85197663531&doi=10.4018%2f979-8-3693-2758-6&partnerID=40&md5=c1e6f73a48fa7f4e498e7b84488fd00a","Book","Final","","Scopus","2-s2.0-85197663531"
"Wagemans F.A.J.; Verstappen R.J.; van Koppen C.S.A.; Tobi H.; Mol A.P.J.","Wagemans, F.A.J. (55916913600); Verstappen, R.J. (58952830900); van Koppen, C.S.A. (7006213239); Tobi, H. (7003700906); Mol, A.P.J. (7005054595)","55916913600; 58952830900; 7006213239; 7003700906; 7005054595","Institutional investors and the adoption of socially responsible investment: an explorative case study of Dutch pension funds","2024","Journal of Sustainable Finance and Investment","","","","","","","0","10.1080/20430795.2024.2327550","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85188551117&doi=10.1080%2f20430795.2024.2327550&partnerID=40&md5=0bfa5e8d1f5f143423b05065d6501e50","Article","Article in press","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85188551117"
"Gatzert N.; Reichel P.","Gatzert, Nadine (20433673900); Reichel, Philipp (57219728497)","20433673900; 57219728497","Sustainable investing in the US and European insurance industry: a text mining analysis","2024","Geneva Papers on Risk and Insurance: Issues and Practice","49","1","","26","62","36","7","10.1057/s41288-022-00270-w","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85131061272&doi=10.1057%2fs41288-022-00270-w&partnerID=40&md5=d5a98dd9a7d12a4801b433e64d2056f2","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85131061272"
"Pramanik S.","Pramanik, Sabyasachi (58173550600)","58173550600","A socioeconomic effect analysis of the financial sustainable development of the elder romanian population through pension modelling","2024","Emerging Perspectives on Financial Well-Being","","","","1","36","35","0","10.4018/979-8-3693-1750-1.ch001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85196347463&doi=10.4018%2f979-8-3693-1750-1.ch001&partnerID=40&md5=bffca84d21bb33355fc9996680a7ca48","Book chapter","Final","","Scopus","2-s2.0-85196347463"
"Barbosa A.D.S.; Crispim M.C.; da Silva L.B.; da Silva J.M.N.; Barbosa A.M.; Morioka S.N.","Barbosa, Anrafel de Souza (57223847585); Crispim, Maria Cristina (55142734000); da Silva, Luiz Bueno (35791534900); da Silva, Jonhatan Magno Norte (57219727013); Barbosa, Aglaucibelly Maciel (58808937300); Morioka, Sandra Naomi (56175656000)","57223847585; 55142734000; 35791534900; 57219727013; 58808937300; 56175656000","How can organizations measure the integration of environmental, social, and governance (ESG) criteria? Validation of an instrument using item response theory to capture workers' perception","2024","Business Strategy and the Environment","33","4","","3607","3634","27","2","10.1002/bse.3675","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85182180451&doi=10.1002%2fbse.3675&partnerID=40&md5=e1ade8b04a49b0731c658f11c882a034","Article","Final","","Scopus","2-s2.0-85182180451"
"De la Torre-Torres O.V.","De la Torre-Torres, Oscar V. (56705640300)","56705640300","The cost of doing nothing: Testing the benefits of water disposal risk reduction with water management Activism investing in Latin America","2024","Revista Mexicana de Economia y Finanzas Nueva Epoca","19","2","e954","","","","0","10.21919/remef.v19i2.954","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85190719868&doi=10.21919%2fremef.v19i2.954&partnerID=40&md5=e672d77772d316b233c743cc8fc5d201","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85190719868"
"Martinez Meyers S.; Ferrero-Ferrero I.; Muñoz-Torres M.J.","Martinez Meyers, Susana (58992164900); Ferrero-Ferrero, Idoya (55249983600); Muñoz-Torres, María Jesus (15751052500)","58992164900; 55249983600; 15751052500","ARE sustainable funds doing the talk and the walk? An ESG score analysis of fund portfolio holdings","2024","International Review of Economics and Finance","93","","","1526","1541","15","0","10.1016/j.iref.2024.04.023","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85190740071&doi=10.1016%2fj.iref.2024.04.023&partnerID=40&md5=08b000943ff382b83647659ab4ccfab0","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85190740071"
"Kiran M.; Chughtai S.; Naeem M.A.","Kiran, Madiha (59241827200); Chughtai, Sumayya (57215928944); Naeem, Muhammad Abubakr (57200035580)","59241827200; 57215928944; 57200035580","Navigating greenwashing in the G8: Insights into family-owned firms, technology innovation, and economic policy uncertainty","2024","Research in International Business and Finance","71","","102481","","","","0","10.1016/j.ribaf.2024.102481","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85200162238&doi=10.1016%2fj.ribaf.2024.102481&partnerID=40&md5=15d5d8db4ee6e1f0baa93bfc2d296208","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85200162238"
"Dreyer J.K.; Sund K.J.; Tatomir M.","Dreyer, Johannes K. (55752639900); Sund, Kristian J. (56608053700); Tatomir, Mirel (58174992700)","55752639900; 56608053700; 58174992700","Doing good in good times only? Uncertainty as contingency factor of warm-glow investment","2024","Research in International Business and Finance","71","","102446","","","","0","10.1016/j.ribaf.2024.102446","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85197533149&doi=10.1016%2fj.ribaf.2024.102446&partnerID=40&md5=e87c0c4956cec55d7b4e396c90a5247a","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85197533149"
"Farquhar S.","Farquhar, Stuart (24483244000)","24483244000","Corporate Governance and Sustainability: The Role of the Board of Directors","2024","CSR, Sustainability, Ethics and Governance","Part F3442","","","35","46","11","0","10.1007/978-3-031-62474-2_3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85204999120&doi=10.1007%2f978-3-031-62474-2_3&partnerID=40&md5=d5eef44e4201040ce6c7f9fc5dbb730f","Book chapter","Final","","Scopus","2-s2.0-85204999120"
"Shah A.; Unny B.; Shome S.","Shah, Avani (57945828200); Unny, Balakrishnan (58313094800); Shome, Samik (37862071900)","57945828200; 58313094800; 37862071900","Socially conscious investments: a structured literature review and prospective insights","2024","Asia-Pacific Journal of Business Administration","","","","","","","0","10.1108/APJBA-07-2023-0323","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85200006807&doi=10.1108%2fAPJBA-07-2023-0323&partnerID=40&md5=1c79b526a8b0462527a99d53838d61e3","Article","Article in press","","Scopus","2-s2.0-85200006807"
"Tuna G.; Türkay K.; Çiftyildiz S.S.; Çelik H.","Tuna, Gülfen (57203917770); Türkay, Kaan (58182473600); Çiftyildiz, Saim Saner (58181122500); Çelik, Hülya (58183028200)","57203917770; 58182473600; 58181122500; 58183028200","The impact of financial tools in environmental degradation management: the relationship between Co2 emission and ESG funds","2024","Environment, Development and Sustainability","26","6","","14941","14956","15","3","10.1007/s10668-023-03229-6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85152377054&doi=10.1007%2fs10668-023-03229-6&partnerID=40&md5=50633df5b85f1f6951039af9322e0878","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85152377054"
"Tamaruya M.; Yukioka M.","Tamaruya, Masayuki (57203387405); Yukioka, Mutsuhiko (59195557800)","57203387405; 59195557800","ESG in Japan: The case of a mixed legal system","2024","Research Handbook on Environmental, Social and Corporate Governance","","","","439","461","22","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85197199126&partnerID=40&md5=30a60d7a71b36745e693acf9813f36c5","Book chapter","Final","","Scopus","2-s2.0-85197199126"
"Millar J.; Mueller F.; Carter C.","Millar, John (57223973767); Mueller, Frank (55693740400); Carter, Chris (7403317721)","57223973767; 55693740400; 7403317721","Mediating ESG: Mapping individual responses to a changing field","2024","Critical Perspectives on Accounting","100","","102766","","","","0","10.1016/j.cpa.2024.102766","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85204972217&doi=10.1016%2fj.cpa.2024.102766&partnerID=40&md5=27b47da615094fd49bdf4a37b9452c78","Article","Final","","Scopus","2-s2.0-85204972217"
"Gajewski J.-F.; Heimann M.; Meunier L.; Ohadi S.","Gajewski, Jean-Francois (15848560300); Heimann, Marco (55669782800); Meunier, Luc (57200914678); Ohadi, Sima (57211533198)","15848560300; 55669782800; 57200914678; 57211533198","Nudges for responsible finance? A survey of interventions targeted at financial decision making","2024","Corporate Social Responsibility and Environmental Management","31","2","","1203","1219","16","0","10.1002/csr.2625","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85173506366&doi=10.1002%2fcsr.2625&partnerID=40&md5=0ce92bd684f169721b8ee03c4002a863","Review","Final","","Scopus","2-s2.0-85173506366"
"Marszk A.; Lechman E.","Marszk, Adam (56499260300); Lechman, Ewa (56499101500)","56499260300; 56499101500","What drives sustainable investing? Adoption determinants of sustainable investing exchange-traded funds in Europe","2024","Structural Change and Economic Dynamics","69","","","63","82","19","1","10.1016/j.strueco.2023.11.018","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85179466493&doi=10.1016%2fj.strueco.2023.11.018&partnerID=40&md5=97b87b8f226b934de96b1a71f8cef2a0","Article","Final","","Scopus","2-s2.0-85179466493"
"Wang S.; Tuo Y.; Zhang X.; Tan Y.; Liu M.","Wang, Shuang (57199999946); Tuo, Yiwen (59152288600); Zhang, Xueqing (58044553500); Tan, Yingshuang (36180180500); Liu, Man (59151310000)","57199999946; 59152288600; 58044553500; 36180180500; 59151310000","Driving toward business sustainability: Empirical evidence from low-carbon practices","2024","Business Strategy and the Environment","","","","","","","0","10.1002/bse.3830","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85194846257&doi=10.1002%2fbse.3830&partnerID=40&md5=b17d852ff799156accfcfb0d6e961bd7","Article","Article in press","","Scopus","2-s2.0-85194846257"
"Shangguan X.; Shi G.; Yu Z.","Shangguan, Xuming (36675994000); Shi, Gengyan (59004173500); Yu, Zhou (55730409200)","36675994000; 59004173500; 55730409200","ESG Performance and Enterprise Value in China: A Novel Approach via a Regulated Intermediary Model","2024","Sustainability (Switzerland) ","16","8","3247","","","","0","10.3390/su16083247","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85191440936&doi=10.3390%2fsu16083247&partnerID=40&md5=7f493d7926c9e2304663f57fe206df9d","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85191440936"
"Lin S.-W.; Lu W.-M.","Lin, Sheng-Wei (57204533059); Lu, Wen-Min (25625212800)","57204533059; 25625212800","Discretionary investment managers evaluation in pension fund: Shared input dynamic network DEA approach","2024","Omega (United Kingdom)","127","","103107","","","","0","10.1016/j.omega.2024.103107","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85192486967&doi=10.1016%2fj.omega.2024.103107&partnerID=40&md5=b05a35c7004b2801adfc8cc6414f6d47","Article","Final","","Scopus","2-s2.0-85192486967"
"Sayadi M.H.; Setiawan D.","Sayadi, Muhammad Hamdan (59279286800); Setiawan, Doddy (56028197800)","59279286800; 56028197800","Influence of ownership structure and international operations on web-based environmental disclosure in the Asian mining industry","2024","Sustainable Futures","8","","100275","","","","0","10.1016/j.sftr.2024.100275","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85201600566&doi=10.1016%2fj.sftr.2024.100275&partnerID=40&md5=2139be4a10dfac1f3578093e7f9009e3","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85201600566"
"Tsang Y.P.; Fan Y.; Lee C.K.M.; Lau H.C.W.","Tsang, Y.P. (57191666025); Fan, Youqing (54794023900); Lee, C.K.M. (24468281700); Lau, H.C.W. (7201497785)","57191666025; 54794023900; 24468281700; 7201497785","Blockchain sharding for e-commerce supply chain performance analytics towards Industry 5.0","2024","Enterprise Information Systems","18","4","2311807","","","","4","10.1080/17517575.2024.2311807","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85184176081&doi=10.1080%2f17517575.2024.2311807&partnerID=40&md5=30c6d5ccdc1b866f6eca4cde73145a88","Article","Final","","Scopus","2-s2.0-85184176081"
"Kyei C.B.; Ampong G.O.A.; Owusu Junior P.; Simpe Ofori K.; David N'Dri K.; N'Da K.","Kyei, Collins Baffour (58127977500); Ampong, George Oppong Appiagyei (57203746023); Owusu Junior, Peterson (58833238800); Simpe Ofori, Kwame (57190574114); David N'Dri, Kan (58852079900); N'Da, Koffi (58852184500)","58127977500; 57203746023; 58833238800; 57190574114; 58852079900; 58852184500","Information flow between BRVM and ESG stock returns: A frequency-dependent analysis","2024","Research in Globalization","8","","100192","","","","2","10.1016/j.resglo.2024.100192","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85183550500&doi=10.1016%2fj.resglo.2024.100192&partnerID=40&md5=88c80e1e61ad0ef3bbc77290149ffffd","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85183550500"
"Yang L.; Huang X.; Song X.","Yang, Lukai (58143793300); Huang, Xinhui (57808514200); Song, Xiaochuan (57222517164)","58143793300; 57808514200; 57222517164","The Role of Passive Investors in Corporate Governance and Socially Responsible Investing: Evidence from Shareholder Proposals","2024","Sustainability (Switzerland)","16","1","416","","","","2","10.3390/su16010416","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85181886936&doi=10.3390%2fsu16010416&partnerID=40&md5=862e02ef6045c2a3d617e612cdfa3a41","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85181886936"
"Robinson E.; Parker C.; Carey R.; Foerster A.; Blake M.; Sievert K.; Sacks G.","Robinson, Ella (57204926957); Parker, Christine (7402174293); Carey, Rachel (55531682400); Foerster, Anita (23979685300); Blake, Miranda (57191371641); Sievert, Katherine (57193090350); Sacks, Gary (24391748900)","57204926957; 7402174293; 55531682400; 23979685300; 57191371641; 57193090350; 24391748900","Putting your money where your mouth is: Accelerating investment action for healthy and sustainable food systems in Australia","2024","Food Policy","124","","102620","","","","0","10.1016/j.foodpol.2024.102620","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85190309331&doi=10.1016%2fj.foodpol.2024.102620&partnerID=40&md5=3dd9fdc9c409425047d8061463b262c0","Article","Final","","Scopus","2-s2.0-85190309331"
