"","Author","Title","Key","Publication.Title","DOI","Date"
"1073","Dyck, Alexander; Lins, Karl V.; Roth, Lukas; Wagner, Hannes F.","Do institutional investors drive corporate social responsibility? International evidence","9QC3P4RW","Journal of Financial Economics","10.1016/j.jfineco.2018.08.013",2019
"1074","Paolacci, Gabriele; Chandler, Jesse","Inside the Turk Understanding Mechanical Turk as a Participant Pool","W7FU2CG2","Current Directions in Psychological Science","10.1177/0963721414531598",2014
"1075","Finucane, Melissa L.; Alhakami, Ali Siddiq; Slovic, Paul; Johnson, Stephen M.","The affect heuristic in judgments of risks and benefits","23B65CQS","Journal of Behavioral Decision Making","10.1002/(sici)1099-0771(200001/03)13:1<1::aid-bdm333>3.0.co;2-s",2000
"1076","Casler, Krista; Bickel, Lydia; Hackett, Elizabeth","Separate but equal? A comparison of participants and data gathered via Amazon's MTurk, social media, and face-to-face behavioral testing","IZI5P5EC","Computers in Human Behavior","10.1016/j.chb.2013.05.009",2013
"1077","Hartzmark, Samuel; Solomon, David","Reconsidering Returns","WTTRL8HM",NA,"10.3386/w27380",2020
"1078","Kaul, Aditya; Mehrotra, Vikas; Morck, Randall","Demand Curves for Stocks Do Slope Down: New Evidence from an Index Weights Adjustment","XH35VGQT","The Journal of Finance","10.1111/0022-1082.00230",2000
"1079","DellaVigna, Stefano; List, John A.; Malmendier, Ulrike","Testing for Altruism and Social Pressure in Charitable Giving","EREBPDAS","The quarterly journal of economics","10.1093/qje/qjr050",2012
"1080","Tversky, Amos; Simonson, Itamar","Context-dependent preferences","8NRCP2Y3","Management Science","10.1287/mnsc.39.10.1179",1993
"1081","Abadie, Alberto; Imbens, Guido W.","Large Sample Properties of Matching Estimators for Average Treatment Effects","3Q7LVNNG","Econometrica","10.1111/j.1468-0262.2006.00655.x",2006
"1082","Hirshleifer, David; Shumway, Tyler","Good Day Sunshine: Stock Returns and the Weather","JYA2BSI7","The Journal of Finance","10.1111/1540-6261.00556",2003
"1083","Ferrell, Allen; Liang, Hao; Renneboog, Luc","Socially responsible firms","CGYEGGD2","Journal of Financial Economics","10.1016/j.jfineco.2015.12.003",2016
"1084","Shleifer, Andrei","Do Demand Curves for Stocks Slope Down","QAAI4E64","The Journal of Finance","10.1111/j.1540-6261.1986.tb04518.x",1986
"1085","Bordalo, Pedro; Gennaioli, Nicola; Shleifer, Andrei","Salience and Consumer Choice","XUJD37J2","Journal of Political Economy","10.1086/673885",2013
"1086","Becker, Gary S.","A Theory of Social Interactions","LFIUANIJ","Journal of Political Economy","10.1086/260265",1974
"1087","Slovic, Paul; Peters, Ellen; Finucane, Melissa L.; MacGregor, Donald G.","Affect, risk, and decision making.","QPX58KRL","Health psychology : official journal of the Division of Health Psychology, American Psychological Association","10.1037/0278-6133.24.4.s35",2005
"1088","Imbens, Guido W.; Lemieux, Thomas","Regression Discontinuity Designs: A Guide to Practice","76MI5MTQ","Journal of Econometrics","10.1016/j.jeconom.2007.05.001",2008
"1089","Berk, Jonathan B.; van Binsbergen, Jules H.","Measuring skill in the mutual fund industry","ERLCQGLA","Journal of Financial Economics","10.1016/j.jfineco.2015.05.002",2015
"1090","Deng, Xin; Kang, Jun-Koo; Low, Buen Sin","Corporate social responsibility and stakeholder value maximization: Evidence from mergers☆","XPZW5PZV","Journal of Financial Economics","10.1016/j.jfineco.2013.04.014",2013
"1091","Dimson, Elroy; Karakaş, Oğuzhan; Li, Xi","Active Ownership","S92GY5SM","Review of Financial Studies","10.1093/rfs/hhv044",2015
"1092","Baron, David P.","Private Politics, Corporate Social Responsibility, and Integrated Strategy","P9Q2KAWU","Journal of Economics & Management Strategy","10.1111/j.1430-9134.2001.00007.x",2001
"1093","Werner, Timothy","Gaining Access by Doing Good: The Effect of Sociopolitical Reputation on Firm Participation in Public Policy Making","D3DKAICC","Management Science","10.1287/mnsc.2014.2092",2015
"1094","Kitzmueller, Markus; Shimshack, Jay P.","Economic Perspectives on Corporate Social Responsibility","Q27JI83C","Journal of Economic Literature","10.1257/jel.50.1.51",2012
"1095","Abadie, Alberto; Imbens, Guido W.","Bias-Corrected Matching Estimators for Average Treatment Effects","WYD98SYJ","Journal of Business & Economic Statistics","10.1198/jbes.2009.07333",2011
"1096","Du, Shuili; Bhattacharya, C. B.; Sen, Sankar","Reaping relational rewards from corporate social responsibility: The role of competitive positioning","VJBVTFX8","International Journal of Research in Marketing","10.1016/j.ijresmar.2007.01.001",2007
"1097","Chernev, Alexander; Blair, Sean","Doing Well by Doing Good: The Benevolent Halo of Corporate Social Responsibility","MPFPFPUG","Journal of Consumer Research","10.1086/680089",2015
"1098","Huberman, Gur","Familiarity Breeds Investment","MU3FUZI8","Review of Financial Studies","10.1093/rfs/14.3.659",2001
"1099","Feenberg, Daniel R.; Ganguli, Ina; Gaule, Patrick; Gruber, Jonathan","It's Good to be First: Order Bias in Reading and Citing NBER Working Papers","3C4FKGJ2","Review of Economics and Statistics","10.1162/rest_a_00607",2017
"1100","Nisbett, Richard E.; Wilson, Timothy D.","The halo effect: Evidence for unconscious alteration of judgments.","GAU2P5BD","Journal of Personality and Social Psychology","10.1037/0022-3514.35.4.250",1977
"1101","Fischoff, Baruch; Lichtenstein, Sarah","Don't attribute this to Reverend Bayes.","2S558QYP","Psychological Bulletin","10.1037/0033-2909.85.2.239",1978
"1102","Hauser, David J.; Schwarz, Norbert","Attentive Turkers: MTurk participants perform better on online attention checks than do subject pool participants","K3JDZUQ5","Behavior research methods","10.3758/s13428-015-0578-z",2015
"1103","Haws, Kelly L.; Winterich, Karen Page; Naylor, Rebecca Walker","Seeing the world through GREEN-tinted glasses: Green consumption values and responses to environmentally friendly products","S3RJZKVC","Journal of Consumer Psychology","10.1016/j.jcps.2013.11.002",2013
"1104","Hart, Oliver; Zingales, Luigi","Companies Should Maximize Shareholder Welfare Not Market Value","6KVPYPLI","Journal of Law, Finance, and Accounting","10.1561/108.00000022",2017
"1105","Hong, Harrison; Liskovich, Inessa","Crime, Punishment and the Halo Effect of Corporate Social Responsibility","66EY278Q",NA,"10.3386/w21215",2015
"1106","Hartzmark, Samuel M.; Solomon, David H.","The Dividend Disconnect","SB7YPALD","The Journal of Finance","10.1111/jofi.12785",2019
"1107","Grinblatt, Mark; Titman, Sheridan","Mutual Fund Performance: An Analysis of Quarterly Portfolio Holdings","H382JAGH","The Journal of Business","10.1086/296468",1989
"1108","Schultz, P. Wesley; Nolan, Jessica M.; Cialdini, Robert B.; Goldstein, Noah J.; Griskevicius, Vladas","The Constructive, Destructive, and Reconstructive Power of Social Norms","PF6BTHEH","Psychological science","10.1111/j.1467-9280.2007.01917.x",2007
"1109","Del Guercio, Diane; Tkac, Paula A.","Star Power: The Effect of Monrningstar Ratings on Mutual Fund Flow","THPNYM9A","Journal of Financial and Quantitative Analysis","10.1017/s0022109000014393",2008
"1110","Sen, Sankar; Du, Shuili; Bhattacharya, C. B.","Corporate social responsibility: a consumer psychology perspective","NYIV4V5D","Current Opinion in Psychology","10.1016/j.copsyc.2015.12.014",2016
"1111","Birru, Justin","Day of the week and the cross-section of returns","V26PLMFW","Journal of Financial Economics","10.1016/j.jfineco.2018.06.008",2018
"1112","Cheng, Ing-Haw; Hong, Harrison; Shue, Kelly","DO MANAGERS DO GOOD WITH OTHER PEOPLE'S MONEY?","DGKCD955",NA,"10.3386/w19432",2013
"1113","Pástor, Ľuboš; Stambaugh, Robert F.; Taylor, Lucian A.","Scale and skill in active management","GYWYEY34","Journal of Financial Economics","10.1016/j.jfineco.2014.11.008",2015
"1114","Skowronski, John J.; Carlston, Donal E.","Negativity and extremity biases in impression formation: A review of explanations.","PJLB4SPG","Psychological Bulletin","10.1037/0033-2909.105.1.131",1989
"1115","Benartzi, Shlomo; Thaler, Richard H.","Risk Aversion Or Myopia? Choices in Repeated Gambles and Retirement Investments","T4ZZLAFQ","Management Science","10.1287/mnsc.45.3.364",1999
"1116","Thistlethwaite, Donald L.; Campbell, Donald T.","Regression-discontinuity analysis: An alternative to the ex post facto experiment","VPPN2HUY","Journal of Educational Psychology","10.1037/h0044319",1960
"1117","Du, Shuili; Bhattacharya, C. B.; Sen, Sankar","Maximizing Business Returns to Corporate Social Responsibility (CSR): The Role of CSR Communication","F745FF6K","International Journal of Management Reviews","10.1111/j.1468-2370.2009.00276.x",2010
"1118","Christensen, Hans B.; Floyd, Eric; Liu, Lisa Yao; Maffett, Mark G.","The Real Effects of Mandated Information on Social Responsibility in Financial Reports: Evidence from Mine-Safety Records","BL7N2X8D","Journal of Accounting and Economics","10.1016/j.jacceco.2017.08.001",2017
"1119","DiNardo, John; Lee, David S.","Program Evaluation and Research Designs","9L6GP348","Handbook of Labor Economics","10.1016/s0169-7218(11)00411-4",2011
"1120","Klauer, Karl Christoph; Stern, Elsbeth","How attitudes guide memory-based judgments: A two-process model","VRIGEM82","Journal of Experimental Social Psychology","10.1016/0022-1031(92)90038-l",1992
"1121","Olson, Mancur","The Logic of Collective Action: Public Goods and the Theory of Groups, Second Printing with a New Preface and Appendix","UK6RFQU7","","",2009
"1122","Beckwith, Neil E.; Lehmann, Donald R.","The Importance of Halo Effects in Multi-Attribute Attitude Models","7BY3VLJT","Journal of Marketing Research","10.2307/3151224",1975
"1123","Menon, Ajay; Menon, Anil","Enviropreneurial Marketing Strategy: The Emergence of Corporate Environmentalism as Market Strategy:","388JWM2S","Journal of Marketing","10.1177/002224299706100105",1997
"1124","Berg, Joyce E.; Dickhaut, John; McCabe, Kevin","Trust, Reciprocity, and Social History","X96ZU43B","Games and Economic Behavior","10.1006/game.1995.1027",1995
"1125","Lacasse, Katherine","Don't be satisfied, identify! Strengthening positive spillover by connecting pro-environmental behaviors to an “environmentalist” label","99F9DMVX","Journal of Environmental Psychology","10.1016/j.jenvp.2016.09.006",2016
"1126","Xu, Lin; Zhang, Xiaoling; Ling, Maoliang","Pro-environmental spillover under environmental appeals and monetary incentives: Evidence from an intervention study on household waste separation","N8TWCVS7","Journal of Environmental Psychology","10.1016/j.jenvp.2018.10.003",2018
"1127","Bernheim, B. Douglas; Garrett, Daniel M.; Maki, Dean M.","Education and saving","MYH7QYUF","Journal of Public Economics","10.1016/s0047-2727(00)00120-1",2001
"1128","Cheng, Mandy M.; Green, Wendy; Ko, John Chi Wa","The Impact of Strategic Relevance and Assurance of Sustainability Indicators on Investors' Decisions","6REQE4RT","AUDITING: A Journal of Practice & Theory","10.2308/ajpt-50738",2014
"1129","Keloharju, Matti; Knüpfer, Samuli; Linnainmaa, Juhani T.","Do Investors Buy What They Know? Product Market Choices and Investment Decisions","DJDLHEDL","Review of Financial Studies","10.1093/rfs/hhs090",2012
"1130","Ku, Se-Ju; Yoo, Seung-Hoon","Willingness to pay for renewable energy investment in Korea: A choice experiment study","AG945RTF","Renewable and Sustainable Energy Reviews","10.1016/j.rser.2010.03.013",2010
"1131","Riedl, Arno; Smeets, Paul","Why do investors hold socially responsible mutual funds","QB8XJQHR","The Journal of Finance","10.1111/jofi.12547",2017
"1132","Kaenzig, Josef; Heinzle, Stefanie; Wüstenhagen, Rolf","Whatever the customer wants, the customer gets? Exploring the gap between consumer preferences and default electricity products in Germany☆","RLVJXSK4","Energy Policy","10.1016/j.enpol.2012.10.061",2013
"1133","Hoffmann, Robert; Cam, Marie-Anne; Camilleri, Adrian R.","Deciding to invest responsibly: Choice architecture and demographics in an incentivised retirement savings experiment","MEWXT7CF","Journal of Behavioral and Experimental Economics","10.1016/j.socec.2019.04.005",2019
"1134","Degryse, Hans; Di Giuli, Alberta; Sekerci, Naciye; Stradi, Francesco","Sustainable Investments: One for the Money, Two for the Show","3V6T93QD","SSRN Electronic Journal","10.2139/ssrn.4411343",2023
"1135","Truelove, Heather Barnes; Carrico, Amanda R.; Weber, Elke U.; Raimi, Kaitlin T.; Vandenbergh, Michael P.","Positive and negative spillover of pro-environmental behavior: An integrative review and theoretical framework","6YGIP67W","Global Environmental Change","10.1016/j.gloenvcha.2014.09.004",2014
"1136","Whitmarsh, Lorraine; O'Neill, Saffron","Green identity, green living? The role of pro-environmental self-identity in determining consistency across diverse pro-environmental behaviours","88BEA7KG","Journal of Environmental Psychology","10.1016/j.jenvp.2010.01.003",2010
"1137","Hood, Matthew; Nofsinger, John R.; Varma, Abhishek","Conservation, Discrimination, and Salvation: Investors’ Social Concerns in the Stock Market","UPW5LFXK","Journal of Financial Services Research","10.1007/s10693-013-0162-6",2013
"1138","Kollmuss, Anja; Agyeman, Julian","Mind the Gap: why do people act environmentally and what are the barriers to pro-environmental behavior?","AFE2I2ZL","Environmental Education Research","10.1080/13504620220145401",2002
"1139","Karlan, Dean","Using experimental economics to measure social capital and predict financial decisions","S5R74IT9","American Economic Review","10.1257/000282805775014407",2005
"1140","Ajzen, Icek","The theory of planned behavior","JDD5J2U3","Organizational Behavior and Human Decision Processes","10.1016/0749-5978(91)90020-t",1991
"1141","Escrig-Olmedo, Elena; Muñoz-Torres, María Jesús; Fernández-Izquierdo, María Ángeles","Sustainable Development and the Financial System: Society's Perceptions About Socially Responsible Investing","7IY5SMQN","Business Strategy and the Environment","10.1002/bse.1755",2012
"1142","Brodback, Daniel; Guenster, Nadja; Mezger, David","Altruism and egoism in investment decisions","C6VASJWG","Review of Financial Economics","10.1002/rfe.1053",2019
"1143","Palacios-González, María Manuela; Chamorro-Mera, Antonio","Analysis of the predictive variables of the intention to invest in a socially responsible manner","K6ML8P8D","Journal of Cleaner Production","10.1016/j.jclepro.2018.06.066",2018
"1144","Scholtens, Bert; van't Klooster, Sophie","Sustainability and bank risk","R8IPTMTI","Palgrave Communications","10.1057/s41599-019-0315-9",2019
"1145","de Groot, Judith I. M.; Steg, Linda","Value Orientations to Explain Beliefs Related to Environmental Significant Behavior How to Measure Egoistic, Altruistic, and Biospheric Value Orientations","BT6YXU74","Environment and Behavior","10.1177/0013916506297831",2007
"1146","Drescher, Larissa S.; Roosen, Jutta; Marette, Stéphan","The effects of traffic light labels and involvement on consumer choices for food and financial products","DC8AH6D4","International Journal of Consumer Studies","10.1111/ijcs.12086",2014
"1147","Gneezy, Uri; Meier, Stephan; Rey-Biel, Pedro","When and Why Incentives (Don't) Work to Modify Behavior","DLRKGC9F","Journal of Economic Perspectives","10.1257/jep.25.4.191",2011
"1148","van de Kuilen, Gijs; Wakker, Peter P.","The Midweight Method to Measure Attitudes Toward Risk and Ambiguity","RBQCC38C","Management Science","10.1287/mnsc.1100.1282",2011
"1149","Heeb, Florian; Kölbel, Julian F; Paetzold, Falko; Zeisberger, Stefan","Do Investors Care About Impact","KWUXTJT4","SSRN Electronic Journal","10.2139/ssrn.3765659",2021
"1150","Metzger, Laura; Günther, Isabel","Making an impact? The relevance of information on aid effectiveness for charitable giving. A laboratory experiment","JJC7DIZQ","Journal of Development Economics","10.1016/j.jdeveco.2018.08.015",2019
"1151","Ferrario, Beatrice; Stantcheva, Stefanie","Eliciting People's First-Order Concerns: Text Analysis of Open-Ended Survey Questions","XU7P442F","AEA Papers and Proceedings","10.1257/pandp.20221071",2022
"1152","Bassen, Alexander; Gödker, Katrin; Lüdeke-Freund, Florian; Oll, Josua","Climate Information in Retail Investors’ Decision-Making:: Evidence From a Choice Experiment","TGDSL8EI","Organization & Environment","10.1177/1086026618771669",2018
"1153","Steg, Linda; L, Dreijerink; Abrahamse, Wokje","Factors influencing the acceptability of energy policies: A test of VBN theory","LWEJ2AD3","Journal of Environmental Psychology","10.1016/j.jenvp.2005.08.003",2005
"1154","Tung, Shih-Jui; Shih, Ching‐Chun; Wei, Sherrie; Chen, Yu-Hua","Attitudinal inconsistency toward organic food in relation to purchasing intention and behavior","8A5NXMFB","British Food Journal","10.1108/00070701211241581",2012
"1155","List, John A.; Gallet, Craig A.","What Experimental Protocol Influence Disparities Between Actual and Hypothetical Stated Values","FPGJZKPV","Environmental and Resource Economics","10.1023/a:1012791822804",2001
"1156","Andreoni, James; Miller, John H.","Giving According to GARP: An Experimental Test of the Consistency of Preferences for Altruism","7ENZZ87D","Econometrica","10.1111/1468-0262.00302",2002
"1157","Ellingsen, Tore; Johannesson, Magnus","Pride and Prejudice: The Human Side of Incentive Theory","98WXEZK8","American Economic Review","10.1257/aer.98.3.990",2008
"1158","Bar-Anan, Yoav; Liberman, Nira; Trope, Yaacov","The Association between Psychological Distance and Construal Level: Evidence from an Implicit Association Test.","4SV8BLT6","Journal of experimental psychology. General","10.1037/0096-3445.135.4.609",2006
"1159","Markle, Gail","Pro-Environmental Behavior: Does It Matter How It’s Measured? Development and Validation of the Pro-Environmental Behavior Scale (PEBS)","FRKFVEVT","Human Ecology","10.1007/s10745-013-9614-8",2013
"1160","Andreoni, James","IMPURE ALTRUISM AND DONATIONS TO PUBLIC GOODS: A THEORY OF WARM-GLOW GIVING*","L5ZQDDJ7","The Economic Journal","10.2307/2234133",1990
"1161","Hong, Harrison; Kostovetsky, Leonard","Red and blue investing: Values and finance","TLN5QBEK","Journal of Financial Economics","10.1016/j.jfineco.2011.01.006",2012
"1162","Dohmen, Thomas; Falk, Armin; Huffman, David; Sunde, Uwe; Schupp, Jürgen; Wagner, Gert G.","Individual Risk Attitudes: Measurement, Determinants and Behavioral Consequences","XYPQNNW3","Journal of the European Economic Association","10.1111/j.1542-4774.2011.01015.x",2011
"1163","McCright, Aaron M.; Xiao, Chenyang","Gender and Environmental Concern: Insights from Recent Work and for Future Research","4TYRKNWE","Society & Natural Resources","10.1080/08941920.2014.918235",2014
"1164","Karlan, Dean; Wood, Daniel H.","The effect of effectiveness: Donor response to aid effectiveness in a direct mail fundraising experiment","Z9QCW7G8","Journal of Behavioral and Experimental Economics","10.1016/j.socec.2016.05.005",2017
"1165","Homburg, Christian; Wieseke, Jan; Hoyer, Wayne D.","Social Identity and the Service-Profit Chain","RZKTYCU4","Journal of Marketing","10.1509/jmkg.73.2.38",2009
"1166","Frey, Bruno S.; Jegen, Reto","Motivation crowding theory","TPSTCDHL","Journal of Economic Surveys","10.1111/1467-6419.00150",2001
"1167","MacGregor, Donald G.; Slovic, Paul; Dreman, David N.; Berry, Michael J.","Imagery, Affect, and Financial Judgment","QELE6IAD","Journal of Psychology and Financial Markets","10.1207/s15327760jpfm0102_2",2000
"1168","Hoffmann, Arvid O. I.; Post, Thomas; Pennings, Joost M.E.","How Investor Perceptions Drive Actual Trading and Risk-Taking Behavior","TJRY567U","Journal of Behavioral Finance","10.1080/15427560.2015.1000332",2015
"1169","van Rooij, Maarten; Lusardi, Annamaria; Alessie, Rob","Financial literacy and stock market participation","NZRLYS5C","Journal of Financial Economics","10.1016/j.jfineco.2011.03.006",2011
"1170","Graham, John R.; Harvey, Campbell R.; Huang, Hai","Investor Competence, Trading Frequency, and Home Bias","C5WWHTWP","Management Science","10.1287/mnsc.1090.1009",2009
"1171","Andreoni, James; Payne, A. Abigail","Is crowding out due entirely to fundraising? Evidence from a panel of charities","P465NASG","Journal of Public Economics","10.1016/j.jpubeco.2010.11.011",2011
"1172","Bénabou, Roland; Tirole, Jean","Incentives and Prosocial Behavior","7M3UXZJY","American Economic Review","10.1257/aer.96.5.1652",2006
"1173","Borgers, Arian; Pownall, Rachel A.J.","Attitudes towards socially and environmentally responsible investment","ISTQLH3D","Journal of Behavioral and Experimental Finance","10.1016/j.jbef.2014.01.005",2014
"1174","Heimann, Marco; Pouget, Sébastien; Mullet, Etienne; Bonnefon, Jean-François","The Experimental Approach To Trust In Socially Responsible Investment Funds","UAZV7GIS","Critical Studies on Corporate Responsibility, Governance and Sustainability","",2011
"1175","FeldmanHall, Oriel; Mobbs, Dean; Evans, Davy; Hiscox, Lucy V; Navrady, Lauren; Dalgleish, Tim","What we say and what we do: the relationship between real and hypothetical moral choices.","9BTHWQZN","Cognition","10.1016/j.cognition.2012.02.001",2012
"1176","Vermeir, Iris; Verbeke, Wim","Sustainable Food Consumption: Exploring the Consumer “Attitude – Behavioral Intention” Gap","4P9ZWIX9","Journal of Agricultural and Environmental Ethics","10.1007/s10806-005-5485-3",2006
"1177","Ariely, Dan; Bracha, Anat; Meier, Stephan","Doing Good or Doing Well? Image Motivation and Monetary Incentives in Behaving Prosocially","CU6RQPQ2","American Economic Review","10.1257/aer.99.1.544",2009
"1178","Carrington, Michal; Neville, Benjamin A.; Whitwell, Gregory J.","Lost in translation: Exploring the ethical consumer intention–behavior gap","E6XUSMHR","Journal of Business Research","10.1016/j.jbusres.2012.09.022",2014
"1179","Lusardi, Annamaria; Mitchell, Olivia S.","The economic importance of financial literacy: theory and evidence","HKU3LHIL","Journal of economic literature","10.1257/jel.52.1.5",2014
"1180","Gutsche, Gunnar; Nakai, Miwa; Arimura, Toshi H.","Revisiting the determinants of individual sustainable investment—The case of Japan","T486ZH85","Journal of Behavioral and Experimental Finance","10.1016/j.jbef.2021.100497",2021
"1181","Jansson, Magnus; Sandberg, Joakim; Biel, Anders; Gärling, Tommy","Should pension funds’ fiduciary duty be extended to include social, ethical and environmental concerns? A study of beneficiaries’ preferences","SJ9Z37XG","Journal of Sustainable Finance & Investment","10.1080/20430795.2014.928997",2014
"1182","Døskeland, Trond; Pedersen, Lars Jacob Tynes","Does Wealth Matter for Responsible Investment? Experimental Evidence on the Weighing of Financial and Moral Arguments:","7INM5IXT","Business & Society","10.1177/0007650319826231",2019
"1183","Slovic, Paul; Finucane, Melissa L.; Peters, Ellen; MacGregor, Donald G.","The affect heuristic","YRVWR9JZ","European Journal of Operational Research","10.1016/j.ejor.2005.04.006",2007
"1184","Brière, Marie; Ramelli, Stefano","Responsible Investing and Stock Allocation","SK4ZNCQW","SSRN Electronic Journal","10.2139/ssrn.3853256",2021
"1185","Lusardi, Annamaria; Mitchell, Olivia S.","Financial Literacy and Retirement Preparedness: Evidence and Implications for Financial Education","R9B8QFAR","Business Economics","10.2145/20070104",2007
"1186","Gutsche, Gunnar; Zwergel, Bernhard","Investment Barriers and Labeling Schemes for Socially Responsible Investments","G79PZXLX","Schmalenbach Business Review","10.1007/s41464-020-00085-z",2020
"1187","Nilsson, Jonas","Segmenting socially responsible mutual fund investors: The influence of financial return and social responsibility","FYXLD2C5","International Journal of Bank Marketing","10.1108/02652320910928218",2009
"1188","Fehr, Ernst; Fischbacher, Urs","The nature of human altruism","BUGIELVW","Nature","10.1038/nature02043",2003
"1189","Glossner, Simon","Where Do Institutional Investors Seek Shelter when Disaster Strikes? Evidence from COVID-19","PXFIIKAS","SSRN Electronic Journal","10.2139/ssrn.3655271",2020
"1190","Spence, Alexa; Poortinga, Wouter; Pidgeon, Nicholas Frank","The psychological distance of climate change.","XEX3TY6K","Risk analysis : an official publication of the Society for Risk Analysis","10.1111/j.1539-6924.2011.01695.x",2011
"1191","Beal, Diana; Goyen, Michelle; Philips, Peter","Why Do We Invest Ethically","CQ3SCHL9","The Journal of Investing","10.3905/joi.2005.580551",2005
"1192","Eckel, Catherine C.; Grossman, Philip J.","Are Women Less Selfish Than Men?: Evidence From Dictator Experiments","Y6GR2I5M","The Economic Journal","10.1111/1468-0297.00311",1998
"1193","Gutsche, Gunnar; Ziegler, Andreas","Which private investors are willing to pay for sustainable investments? Empirical evidence from stated choice experiments","T9FCMXWZ","Journal of Banking & Finance","10.1016/j.jbankfin.2019.03.007",2019
"1194","Glac, Katherina","Understanding Socially Responsible Investing: The Effect of Decision Frames and Trade-off Options","GFTVPADS","Journal of Business Ethics","10.1007/s10551-008-9800-6",2008
"1195","Auger, Pat; Devinney, Timothy M.; Louviere, Jordan J.; Burke, Paul F.","Do social product features have value to consumers","W29HRT5S","International Journal of Research in Marketing","10.1016/j.ijresmar.2008.03.005",2008
"1196","Abdellaoui, Mohammed","Parameter-Free Elicitation of Utility and Probability Weighting Functions","AIKD3JBK","Management Science","10.1287/mnsc.46.11.1497.12080",2000
"1197","Blasch, Julia; Boogen, Nina; Daminato, Claudio; Filippini, Massimo","Empower the consumer! : energy-related financial literacy and its implications for economic decision making","XV4LSYFV","Economics of Energy & Environmental Policy","10.5547/2160-5890.10.2.jbla",2021
"1198","Hsee, Christopher K.; Rottenstreich, Yuval","Music, pandas, and muggers: on the affective psychology of value.","QYFWAMJF","Journal of experimental psychology. General","10.1037/0096-3445.133.1.23",2004
"1199","Lewis, Alan; Mackenzie, Craig","Morals, money, ethical investing and economic psychology","ELCAM5XV","Human Relations","10.1177/a010699",2000
"1200","Apostolakis, George; Kraanen, Frido; van Dijk, Gert","Examining pension beneficiaries’ willingness to pay for a socially responsible and impact investment portfolio: A case study in the Dutch healthcare sector","PQBPZKTN","Journal of Behavioral and Experimental Finance","10.1016/j.jbef.2016.06.001",2016
"1201","Michelsen, Carl Christian; Madlener, Reinhard","Homeowners' preferences for adopting innovative residential heating systems: A discrete choice analysis for Germany","IVKVXZ8E","Energy Economics","10.1016/j.eneco.2012.06.009",2012
"1202","Grunert, Suzanne C.; Juhl, Hans Jørn","Values, environmental attitudes, and buying of organic foods","LP6ZIKGD","Journal of Economic Psychology","10.1016/0167-4870(94)00034-8",1995
"1203","Kang, Kyung Ho; Stein, Laura; Heo, Cindy Yoonjoung; Lee, Seoki","Consumers' willingness to pay for green initiatives of the hotel industry","6X3GDHQ6","International Journal of Hospitality Management","10.1016/j.ijhm.2011.08.001",2012
"1204","Boulstridge, Emma; Carrigan, Marylyn","Do consumers really care about corporate responsibility? Highlighting the attitude—behaviour gap","G9G7UPJS","Journal of Communication Management","10.1108/eb023532",2000
"1205","Akerlof, George A.; Kranton, Rachel E.","Economics and Identity","TXQUYLEZ","Quarterly Journal of Economics","10.1162/003355300554881",2000
"1206","Rossi, Mariacristina; Sansone, Dario; van Soest, Arthur; Torricelli, Costanza","Household preferences for socially responsible investments","QQTMK5F2","Journal of Banking & Finance","10.1016/j.jbankfin.2019.05.018",2019
"1207","Fehr, Ernst; Schmidt, Klaus M.","A theory of fairness, competition and cooperation","VB2VLJSS","The Quarterly Journal of Economics","10.1162/003355399556151",1999
"1208","Falk, Armin; Meier, Stephan; Zehnder, Christian","Do Lab Experiments Misrepresent Social Preferences? The Case of Self-Selected Student Samples","SNGXZD42","Journal of the European Economic Association","10.1111/jeea.12019",2013
"1209","Døskeland, Trond; Pedersen, Lars Jacob Tynes","Investing with Brain or Heart? A Field Experiment on Responsible Investment","VZRZSRHA","SSRN Electronic Journal","10.2139/ssrn.2040696",2012
"1210","Bauer, Rob; Smeets, Paul","Social identification and investment decisions","LTQ9B66C","Journal of Economic Behavior & Organization","10.1016/j.jebo.2015.06.006",2015
"1211","Auger, Pat; Burke, Paul F.; Devinney, Timothy M.; Louviere, Jordan J.","What Will Consumers Pay for Social Product Features","WSJU799W","Journal of Business Ethics","10.1023/a:1022212816261",2003
"1212","Cheah, Eng-Tuck; Jamali, Dima; Johnson, Johnnie E.V.; Sung, Ming-Chien","Drivers of corporate social responsibility attitudes: the demography of socially responsible investors","B2W8TIXK","British Journal of Management","10.1111/j.1467-8551.2011.00744.x",2011
"1213","Sudbury-Riley, Lynn; Kohlbacher, Florian","Ethically Minded Consumer Behavior Scale","JNUH9PJM","","10.1037/t66635-000",2016
"1214","Olesen, Ingrid; Alfnes, Frode; Røra, Mia Bensze; Kolstad, Kari","Eliciting consumers' willingness to pay for organic and welfare-labelled salmon in a non-hypothetical choice experiment","7GH6558I","Livestock Science","10.1016/j.livsci.2009.10.001",2010
"1215","van Dam, Ynte K.; van Trijp, Hans C.M.","Cognitive and motivational structure of sustainability","IKA8YIEW","Journal of Economic Psychology","10.1016/j.joep.2011.06.002",2011
"1216","Renneboog, Luc; Horst, Jenke ter; Zhang, Chendi","Is ethical money financially smart? Nonfinancial attributes and money flows of socially responsible investment funds","VG896W48","Journal of Financial Intermediation","10.1016/j.jfi.2010.12.003",2011
